Status code,Method,Version,Scheme,Request Length,Response Length,Request Entropy,Response Entropy,Client Connection,Server Connection
206, 1, 4, 2, 0, 32767, 1.0, 7.960692270976434, 3783366951, 4011428178
200, 1, 4, 2, 0, 841488, 1.0, 7.946678399641935, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072618006910818, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960692270976434, 3783366951, 4011428178
200, 1, 4, 2, 0, 869312, 1.0, 7.950254716286845, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.071794359253675, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960692270976434, 3783366951, 4011428178
200, 1, 4, 2, 0, 1639406, 1.0, 7.998224699981165, 4291311281, 266046494
200, 1, 4, 2, 0, 441593, 1.0, 7.9893160448477545, 3330058559, 266046494
200, 1, 4, 2, 0, 767040, 1.0, 7.942040851570168, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.071905851598272, 3776953755, 3200491006
204, 64, 4, 2, 0, 0, 1.0, 1.0, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 805580, 1.0, 7.942119023129417, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.070948884080738, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 777756, 1.0, 7.941532644499288, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.070948884080738, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.070202236708675, 3776953755, 3200491006
200, 1, 4, 2, 0, 921388, 1.0, 7.954185799892732, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.070934295817339, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
204, 1, 8, 2, 0, 0, 1.0, 1.0, 1717571713, 4045080730
200, 1, 4, 2, 0, 861416, 1.0, 7.9475177946394915, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.069979514495732, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 2082642, 1.0, 7.997692394803883, 4291311281, 266046494
200, 1, 4, 2, 0, 795804, 1.0, 7.941793223832412, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.069858429812681, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 813664, 1.0, 7.9416588392464575, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.070465388124549, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 783960, 1.0, 7.938056935525197, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.07059128619915, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 701240, 1.0, 7.938783058353492, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.0706561468318405, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 787156, 1.0, 7.939717789645167, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.069117826208078, 3776953755, 3200491006
200, 1, 4, 2, 0, 749744, 1.0, 7.941536371857686, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.069492946763525, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 855212, 1.0, 7.949014545068475, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.069649255026328, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 672852, 1.0, 7.930396445900225, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.069594635201334, 3776953755, 3200491006
200, 1, 4, 2, 0, 1289389, 1.0, 7.997471556185256, 3330058559, 266046494
200, 1, 4, 2, 0, 459665, 1.0, 7.9903426720698905, 4291311281, 266046494
200, 1, 4, 2, 0, 683004, 1.0, 7.930026522259958, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.070615720850369, 3776953755, 3200491006
200, 1, 4, 2, 0, 707632, 1.0, 7.934591293118563, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.07064135651379, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.96291016368605, 3783366951, 4011428178
200, 1, 4, 2, 0, 786780, 1.0, 7.942101783745956, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.070383998176413, 3776953755, 3200491006
204, 64, 4, 2, 0, 0, 1.0, 1.0, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 713460, 1.0, 7.927755648054551, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.071363692579215, 3776953755, 3200491006
200, 1, 4, 2, 0, 781328, 1.0, 7.935144445808291, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072178433786914, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 1585804, 1.0, 7.998179217516212, 3330058559, 266046494
200, 1, 4, 2, 0, 770424, 1.0, 7.935844111332514, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.070398849062415, 3776953755, 3200491006
204, 4, 8, 2, 7811, 0, 5.585940505784016, 1.0, 2239352492, 2558499217
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 938308, 1.0, 7.951136860782221, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.071277678638619, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 748240, 1.0, 7.940554938936808, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.07204379072747, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 769296, 1.0, 7.935482059884111, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.07263767057449, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 896196, 1.0, 7.9450950370765, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072901584318355, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 64, 8, 2, 0, 0, 1.0, 1.0, 2650299230, 2654738519
200, 4, 8, 2, 2, 2, 1.0, 1.0, 2650299230, 2654738519
200, 1, 4, 2, 0, 809340, 1.0, 7.94267718927132, 3783366951, 4011428178
200, 1, 4, 2, 0, 2019115, 1.0, 7.997566821041734, 4291311281, 266046494
200, 1, 4, 2, 0, 15051, 1.0, 6.072482006724149, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 465419, 1.0, 7.990673079368436, 3330058559, 266046494
204, 1, 8, 2, 0, 0, 1.0, 1.0, 1717571713, 4045080730
200, 1, 4, 2, 0, 779824, 1.0, 7.936975007460193, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072700579571254, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 873824, 1.0, 7.949467279458308, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.073086608173677, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 826260, 1.0, 7.944690725630425, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072187025004043, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 853520, 1.0, 7.942926865463502, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072421082254192, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 855776, 1.0, 7.944173637031134, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.0733833749485635, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 809716, 1.0, 7.947788088380411, 3783366951, 4011428178
200, 4, 8, 2, 759, 2453, 5.533219211519912, 4.219605927157438, 1717571713, 4045080730
200, 1, 4, 2, 0, 15051, 1.0, 6.073687332194824, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.961864097301138, 3783366951, 4011428178
200, 1, 4, 2, 0, 831524, 1.0, 7.9465979191481075, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.07308435163109, 3776953755, 3200491006
204, 64, 4, 2, 0, 0, 1.0, 1.0, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 830020, 1.0, 7.942388869361348, 3783366951, 4011428178
200, 1, 4, 2, 0, 1488911, 1.0, 7.9979501792119105, 4291311281, 266046494
200, 1, 4, 2, 0, 15051, 1.0, 6.073639422924284, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 731132, 1.0, 7.935288173358509, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072796640723084, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 714964, 1.0, 7.936782613095166, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.071748124161506, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 847504, 1.0, 7.944593714554021, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.0725187961428375, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 789600, 1.0, 7.944159204142835, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072577797589317, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 839232, 1.0, 7.946440627610821, 3783366951, 4011428178
200, 1, 4, 2, 0, 1841494, 1.0, 7.997094967835091, 3330058559, 266046494
200, 1, 4, 2, 0, 15051, 1.0, 6.073687456252274, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 689208, 1.0, 7.930783483682019, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.073269471250295, 3776953755, 3200491006
200, 1, 4, 2, 0, 897512, 1.0, 7.9497233038888755, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.07281214582798, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 703684, 1.0, 7.938239259571306, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072749821138311, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 705000, 1.0, 7.933295753623208, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.0732579524021855, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 766288, 1.0, 7.942033389581499, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.073691676579007, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 667964, 1.0, 7.938174060446571, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.074007600992449, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 963876, 1.0, 7.95459560604632, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.07417629420103, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
204, 1, 8, 2, 0, 0, 1.0, 1.0, 1717571713, 4045080730
200, 1, 4, 2, 0, 788096, 1.0, 7.943065540524679, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.074180070968533, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.964373231476923, 3783366951, 4011428178
200, 1, 4, 2, 0, 1728635, 1.0, 7.994766751764418, 4291311281, 266046494
200, 1, 4, 2, 0, 463838, 1.0, 7.991079312677565, 3330058559, 266046494
200, 1, 4, 2, 0, 654992, 1.0, 7.929894241917225, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.073328154349779, 3776953755, 3200491006
204, 64, 4, 2, 0, 0, 1.0, 1.0, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 8, 2, 0, 279790, 1.0, 4.54239087357186, 2677546997, 1130914877
200, 1, 4, 2, 0, 677364, 1.0, 7.932061488795303, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072777202700951, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 881908, 1.0, 7.945141067875137, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072608559117337, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 666836, 1.0, 7.927131737158183, 3783366951, 4011428178
204, 4, 8, 2, 7811, 0, 5.586331901717316, 1.0, 2239352492, 2558499217
200, 1, 4, 2, 0, 15051, 1.0, 6.07213014431894, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 930224, 1.0, 7.9496954248594776, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072387608116036, 3776953755, 3200491006
200, 4, 8, 2, 868, 28, 5.632593063790624, 3.797902689682947, 1717571713, 4045080730
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 14, 1.0, 3.6644977792004623, 2725744847, 1223761864
200, 1, 4, 2, 0, 698420, 1.0, 7.931035203492477, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072557734008127, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 64, 8, 2, 0, 0, 1.0, 1.0, 2650299230, 2654738519
200, 1, 4, 2, 0, 838480, 1.0, 7.946020949212857, 3783366951, 4011428178
200, 4, 8, 2, 2, 2, 1.0, 1.0, 2650299230, 2654738519
200, 1, 4, 2, 0, 15051, 1.0, 6.072166950207753, 3776953755, 3200491006
204, 4, 8, 2, 1749, 0, 5.524485948379274, 1.0, 2239352492, 2558499217
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 4, 4, 2, 311, 6499, 5.11651474307331, 5.377009197971576, 2677510351, 3110342075
200, 1, 4, 2, 0, 652360, 1.0, 7.930329050308067, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072185781641029, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 4, 4, 2, 207, 192, 5.02876416666661, 5.150650624540669, 2677510351, 3110342075
204, 4, 8, 2, 953, 0, 5.522241930049003, 1.0, 2239352492, 2558499217
200, 1, 4, 2, 0, 948648, 1.0, 7.950099264164485, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.071871738799071, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 767228, 1.0, 7.936045142712854, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072678349408741, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 788848, 1.0, 7.943550946654472, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072977339290354, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 2097152, 1.0, 7.997718652466069, 4291311281, 266046494
200, 1, 4, 2, 0, 487007, 1.0, 7.991652199794761, 3330058559, 266046494
200, 1, 4, 2, 0, 902024, 1.0, 7.950178539098254, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.073015132503083, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 777192, 1.0, 7.942004739476342, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.072282407300966, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 751436, 1.0, 7.940544540507726, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.073272982043257, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 785088, 1.0, 7.938216941857707, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.076107016524033, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.958168037077241, 3783366951, 4011428178
200, 1, 4, 2, 0, 761400, 1.0, 7.934827673588762, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.07677352719225, 3776953755, 3200491006
204, 64, 4, 2, 0, 0, 1.0, 1.0, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 745608, 1.0, 7.941509934727341, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.076072287827953, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 692592, 1.0, 7.937561334522601, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.076072287827953, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.076918703352912, 3776953755, 3200491006
200, 1, 4, 2, 0, 701428, 1.0, 7.928035201389749, 3783366951, 4011428178
200, 1, 4, 2, 0, 2089879, 1.0, 7.998232735525023, 4291311281, 266046494
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.0758060183364995, 3776953755, 3200491006
204, 1, 8, 2, 0, 0, 1.0, 1.0, 1717571713, 4045080730
200, 1, 4, 2, 0, 950152, 1.0, 7.95052852174085, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.075952906339608, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 724740, 1.0, 7.934875738095733, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.076513830082662, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 824004, 1.0, 7.9408311767749336, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.0769680480772665, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 8, 2, 0, 260, 1.0, 6.436568709725402, 2687996111, 3651567263
200, 1, 4, 2, 0, 837916, 1.0, 7.945334082417764, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.077542009701428, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 784148, 1.0, 7.938816569911164, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.077305991106756, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 676236, 1.0, 7.924781890703762, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.07855782367544, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 8, 2, 0, 326, 1.0, 6.866116289117897, 2650284021, 625848636
200, 1, 8, 2, 0, 1049, 1.0, 7.779890541935546, 2650284021, 625848636
200, 1, 8, 2, 0, 1558, 1.0, 7.484326122830993, 2650284021, 625848636
200, 1, 4, 2, 0, 1522951, 1.0, 7.998121687713927, 3330058559, 266046494
200, 1, 4, 2, 0, 721920, 1.0, 7.92739151251568, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.078092329559514, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 818176, 1.0, 7.9416083189124045, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.0772254189333506, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 8, 2, 0, 998, 1.0, 7.76132796816051, 2650284021, 625848636
200, 1, 4, 2, 0, 856528, 1.0, 7.944737844965003, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.076772460204503, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 770612, 1.0, 7.93419218930776, 3783366951, 4011428178
200, 1, 4, 2, 0, 15315, 1.0, 6.077700795521983, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 812912, 1.0, 7.937208848705217, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.074291845559533, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.960053848132552, 3783366951, 4011428178
200, 1, 4, 2, 0, 820244, 1.0, 7.946459486723397, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.0730987457391175, 3776953755, 3200491006
204, 64, 4, 2, 0, 0, 1.0, 1.0, 3783366951, 4011428178
206, 1, 4, 2, 0, 32767, 1.0, 7.959131889677699, 3783366951, 4011428178
200, 1, 4, 2, 0, 1986631, 1.0, 7.998734301294072, 4291311281, 266046494
200, 1, 4, 2, 0, 479540, 1.0, 7.99146900504844, 3330058559, 266046494
200, 1, 4, 2, 0, 881908, 1.0, 7.945985629652297, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.071777305544343, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.959131889677699, 3783366951, 4011428178
200, 1, 4, 2, 0, 807648, 1.0, 7.94198207345014, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.0735802625834046, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.959131889677699, 3783366951, 4011428178
200, 1, 4, 2, 0, 866680, 1.0, 7.944288388277802, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.073898234526511, 3776953755, 3200491006
204, 4, 8, 2, 7811, 0, 5.5864292699900115, 1.0, 2239352492, 2558499217
206, 1, 4, 2, 0, 32767, 1.0, 7.959131889677699, 3783366951, 4011428178
200, 1, 4, 2, 0, 836036, 1.0, 7.940297303491375, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.075316237193664, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.959131889677699, 3783366951, 4011428178
200, 1, 4, 2, 0, 794300, 1.0, 7.9415680670111435, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.0747326330741, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.959131889677699, 3783366951, 4011428178
200, 64, 8, 2, 0, 0, 1.0, 1.0, 2650299230, 2654738519
200, 1, 4, 2, 0, 847316, 1.0, 7.939743206428866, 3783366951, 4011428178
200, 4, 8, 2, 2, 2, 1.0, 1.0, 2650299230, 2654738519
200, 1, 4, 2, 0, 2094929, 1.0, 7.99882527007301, 4291311281, 266046494
200, 1, 4, 2, 0, 15051, 1.0, 6.073906838906607, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.959131889677699, 3783366951, 4011428178
200, 1, 4, 2, 0, 874388, 1.0, 7.943399480205958, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.073892766154, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.959131889677699, 3783366951, 4011428178
200, 1, 8, 2, 0, 16670, 1.0, 2.5963524198580394, 2650284021, 625848636
204, 4, 8, 2, 1663, 0, 5.5271722081258945, 1.0, 2239352492, 2558499217
200, 1, 4, 2, 0, 728688, 1.0, 7.938094948778868, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.071947343126187, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.959131889677699, 3783366951, 4011428178
204, 1, 8, 2, 0, 0, 1.0, 1.0, 1717571713, 4045080730
200, 1, 4, 2, 0, 711204, 1.0, 7.933524288284003, 3783366951, 4011428178
200, 1, 4, 2, 0, 15051, 1.0, 6.071502170972964, 3776953755, 3200491006
206, 1, 4, 2, 0, 32767, 1.0, 7.959131889677699, 3783366951, 4011428178
